CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2022,CA-524,"Yuba, Sutter Counties CoC",Multiple Race,Race Combination,412
2022,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,11
2022,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,15
2022,CA-525,El Dorado County CoC,Asian or Asian American,Race Alone,*
2022,CA-525,El Dorado County CoC,Asian or Asian American,Race Combination,*
2022,CA-525,El Dorado County CoC,"Black, African American, or African",Race Alone,18
2022,CA-525,El Dorado County CoC,"Black, African American, or African",Race Combination,*
2022,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Alone,*
2022,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Combination,70
2022,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-525,El Dorado County CoC,White,Race Alone,301
2022,CA-525,El Dorado County CoC,White,Race Combination,69
2022,CA-525,El Dorado County CoC,Multiple Race,Race Alone,83
2022,CA-525,El Dorado County CoC,Multiple Race,Race Combination,83
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,17
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,49
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Alone,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Combination,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Alone,11
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Combination,16
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Combination,190
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Alone,670
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,Race Combination,199
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Alone,227
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Race,Race Combination,227
2022,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,18
2022,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Asian or Asian American,Race Alone,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Asian or Asian American,Race Combination,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",Race Alone,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",Race Combination,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Hispanic/Latina/e/o,Race Combination,35
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",White,Race Alone,39
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",White,Race Combination,35
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Multiple Race,Race Alone,39
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Multiple Race,Race Combination,39
2022,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,17
2022,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,63
2022,CA-531,Nevada County CoC,Asian or Asian American,Race Alone,*
2022,CA-531,Nevada County CoC,Asian or Asian American,Race Combination,*
2022,CA-531,Nevada County CoC,"Black, African American, or African",Race Alone,23
2022,CA-531,Nevada County CoC,"Black, African American, or African",Race Combination,*
2022,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Alone,12
2022,CA-531,Nevada County CoC,Hispanic/Latina/e/o,Race Combination,104
2022,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-531,Nevada County CoC,White,Race Alone,747
2022,CA-531,Nevada County CoC,White,Race Combination,136
2022,CA-531,Nevada County CoC,Multiple Race,Race Alone,158
2022,CA-531,Nevada County CoC,Multiple Race,Race Combination,158
2022,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,543
2022,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1532
2022,CA-600,Los Angeles County CoC,Asian or Asian American,Race Alone,1097
2022,CA-600,Los Angeles County CoC,Asian or Asian American,Race Combination,331
2022,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Alone,32312
2022,CA-600,Los Angeles County CoC,"Black, African American, or African",Race Combination,2364
2022,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Alone,5725
2022,CA-600,Los Angeles County CoC,Hispanic/Latina/e/o,Race Combination,28816
2022,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Alone,413
2022,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,Race Combination,520
2022,CA-600,Los Angeles County CoC,White,Race Alone,17475
2022,CA-600,Los Angeles County CoC,White,Race Combination,27195
2022,CA-600,Los Angeles County CoC,Multiple Race,Race Alone,30028
2022,CA-600,Los Angeles County CoC,Multiple Race,Race Combination,30028
2022,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,296
2022,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,727
2022,CA-601,San Diego County CoC,Asian or Asian American,Race Alone,409
2022,CA-601,San Diego County CoC,Asian or Asian American,Race Combination,199
2022,CA-601,San Diego County CoC,"Black, African American, or African",Race Alone,5798
2022,CA-601,San Diego County CoC,"Black, African American, or African",Race Combination,1335
2022,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Alone,400
2022,CA-601,San Diego County CoC,Hispanic/Latina/e/o,Race Combination,8411
2022,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Alone,286
2022,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,Race Combination,278
2022,CA-601,San Diego County CoC,White,Race Alone,8715
2022,CA-601,San Diego County CoC,White,Race Combination,7667
2022,CA-601,San Diego County CoC,Multiple Race,Race Alone,9099
2022,CA-601,San Diego County CoC,Multiple Race,Race Combination,9099
2022,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,128
2022,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,596
2022,CA-602,Orange County CoC,Asian or Asian American,Race Alone,529
2022,CA-602,Orange County CoC,Asian or Asian American,Race Combination,188
2022,CA-602,Orange County CoC,"Black, African American, or African",Race Alone,2044
2022,CA-602,Orange County CoC,"Black, African American, or African",Race Combination,637
2022,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Alone,319
2022,CA-602,Orange County CoC,Hispanic/Latina/e/o,Race Combination,8973
2022,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Alone,193
2022,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,Race Combination,205
2022,CA-602,Orange County CoC,White,Race Alone,6540
2022,CA-602,Orange County CoC,White,Race Combination,8529
2022,CA-602,Orange County CoC,Multiple Race,Race Alone,9398
2022,CA-602,Orange County CoC,Multiple Race,Race Combination,9398
2022,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,50
2022,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,272
2022,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Alone,40
2022,CA-603,Santa Barbara County CoC,Asian or Asian American,Race Combination,28
2022,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Alone,235
2022,CA-603,Santa Barbara County CoC,"Black, African American, or African",Race Combination,117
2022,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Alone,27
2022,CA-603,Santa Barbara County CoC,Hispanic/Latina/e/o,Race Combination,1949
2022,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Alone,24
2022,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,Race Combination,35
2022,CA-603,Santa Barbara County CoC,White,Race Alone,1428
2022,CA-603,Santa Barbara County CoC,White,Race Combination,1819
2022,CA-603,Santa Barbara County CoC,Multiple Race,Race Alone,2068
2022,CA-603,Santa Barbara County CoC,Multiple Race,Race Combination,2068
2022,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,78
2022,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,242
2022,CA-604,Kern County CoC,Asian or Asian American,Race Alone,36
2022,CA-604,Kern County CoC,Asian or Asian American,Race Combination,39
2022,CA-604,Kern County CoC,"Black, African American, or African",Race Alone,1954
2022,CA-604,Kern County CoC,"Black, African American, or African",Race Combination,255
2022,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Alone,22
2022,CA-604,Kern County CoC,Hispanic/Latina/e/o,Race Combination,3468
2022,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Alone,38
2022,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,Race Combination,43
2022,CA-604,Kern County CoC,White,Race Alone,2877
2022,CA-604,Kern County CoC,White,Race Combination,3384
2022,CA-604,Kern County CoC,Multiple Race,Race Alone,3649
2022,CA-604,Kern County CoC,Multiple Race,Race Combination,3649
2022,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,28
2022,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,76
2022,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Alone,74
2022,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,Race Combination,23
2022,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Alone,1795
2022,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",Race Combination,141
2022,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,87
2022,CA-606,Long Beach CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,939
2022,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,33
2022,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,24
2022,CA-606,Long Beach CoC (Los Angeles County),White,Race Alone,908
2022,CA-606,Long Beach CoC (Los Angeles County),White,Race Combination,887
2022,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Alone,1021
2022,CA-606,Long Beach CoC (Los Angeles County),Multiple Race,Race Combination,1021
2022,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,*
2022,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,30
2022,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Alone,27
2022,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2022,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Alone,463
2022,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",Race Combination,46
2022,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,22
2022,CA-607,Pasadena CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,458
2022,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-607,Pasadena CoC (Los Angeles County),White,Race Alone,252
2022,CA-607,Pasadena CoC (Los Angeles County),White,Race Combination,427
2022,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Alone,480
2022,CA-607,Pasadena CoC (Los Angeles County),Multiple Race,Race Combination,480
2022,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,90
2022,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,252
2022,CA-608,Riverside County CoC,Asian or Asian American,Race Alone,89
2022,CA-608,Riverside County CoC,Asian or Asian American,Race Combination,52
2022,CA-608,Riverside County CoC,"Black, African American, or African",Race Alone,2466
2022,CA-608,Riverside County CoC,"Black, African American, or African",Race Combination,428
2022,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Alone,133
2022,CA-608,Riverside County CoC,Hispanic/Latina/e/o,Race Combination,4271
2022,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Alone,73
2022,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,Race Combination,60
2022,CA-608,Riverside County CoC,White,Race Alone,3256
2022,CA-608,Riverside County CoC,White,Race Combination,4017
2022,CA-608,Riverside County CoC,Multiple Race,Race Alone,4488
2022,CA-608,Riverside County CoC,Multiple Race,Race Combination,4488
2022,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,81
2022,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,254
2022,CA-609,San Bernardino County CoC,Asian or Asian American,Race Alone,41
2022,CA-609,San Bernardino County CoC,Asian or Asian American,Race Combination,38
2022,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Alone,3569
2022,CA-609,San Bernardino County CoC,"Black, African American, or African",Race Combination,420
2022,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Alone,137
2022,CA-609,San Bernardino County CoC,Hispanic/Latina/e/o,Race Combination,3504
2022,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Alone,51
2022,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,Race Combination,56
2022,CA-609,San Bernardino County CoC,White,Race Alone,1996
2022,CA-609,San Bernardino County CoC,White,Race Combination,3187
2022,CA-609,San Bernardino County CoC,Multiple Race,Race Alone,3667
2022,CA-609,San Bernardino County CoC,Multiple Race,Race Combination,3667
2022,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,21
2022,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,112
2022,CA-611,Ventura County CoC,Asian or Asian American,Race Alone,30
2022,CA-611,Ventura County CoC,Asian or Asian American,Race Combination,16
2022,CA-611,Ventura County CoC,"Black, African American, or African",Race Alone,204
2022,CA-611,Ventura County CoC,"Black, African American, or African",Race Combination,52
2022,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Alone,36
2022,CA-611,Ventura County CoC,Hispanic/Latina/e/o,Race Combination,1351
2022,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,Race Combination,16
2022,CA-611,Ventura County CoC,White,Race Alone,1176
2022,CA-611,Ventura County CoC,White,Race Combination,1369
2022,CA-611,Ventura County CoC,Multiple Race,Race Alone,1434
2022,CA-611,Ventura County CoC,Multiple Race,Race Combination,1434
2022,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Alone,13
2022,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",Race Combination,19
2022,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Alone,17
2022,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,Race Combination,*
2022,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Alone,202
2022,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",Race Combination,30
2022,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Alone,*
2022,CA-612,Glendale CoC (Los Angeles County),Hispanic/Latina/e/o,Race Combination,259
2022,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-612,Glendale CoC (Los Angeles County),White,Race Alone,261
2022,CA-612,Glendale CoC (Los Angeles County),White,Race Combination,264
2022,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Alone,281
2022,CA-612,Glendale CoC (Los Angeles County),Multiple Race,Race Combination,281
2022,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2022,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,13
2022,CA-613,Imperial County CoC,Asian or Asian American,Race Alone,*
2022,CA-613,Imperial County CoC,Asian or Asian American,Race Combination,*
2022,CA-613,Imperial County CoC,"Black, African American, or African",Race Alone,75
2022,CA-613,Imperial County CoC,"Black, African American, or African",Race Combination,42
2022,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Alone,77
2022,CA-613,Imperial County CoC,Hispanic/Latina/e/o,Race Combination,1451
2022,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2022,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2022,CA-613,Imperial County CoC,White,Race Alone,155
2022,CA-613,Imperial County CoC,White,Race Combination,1412
2022,CA-613,Imperial County CoC,Multiple Race,Race Alone,1461
2022,CA-613,Imperial County CoC,Multiple Race,Race Combination,1461
2022,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,36
2022,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,154
2022,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Alone,22
2022,CA-614,San Luis Obispo County CoC,Asian or Asian American,Race Combination,14
2022,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Alone,128
2022,CA-614,San Luis Obispo County CoC,"Black, African American, or African",Race Combination,74
2022,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Alone,86
2022,CA-614,San Luis Obispo County CoC,Hispanic/Latina/e/o,Race Combination,837
2022,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Alone,16
2022,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,Race Combination,24
2022,CA-614,San Luis Obispo County CoC,White,Race Alone,1463
2022,CA-614,San Luis Obispo County CoC,White,Race Combination,818
2022,CA-614,San Luis Obispo County CoC,Multiple Race,Race Alone,918
2022,CA-614,San Luis Obispo County CoC,Multiple Race,Race Combination,918
2023,All,California,"American Indian, Alaska Native, or Indigenous",Race Alone,3496
2023,All,California,"American Indian, Alaska Native, or Indigenous",Race Combination,12447
2023,All,California,Asian or Asian American,Race Alone,5441
2023,All,California,Asian or Asian American,Race Combination,2435
2023,All,California,"Black, African American, or African",Race Alone,76278
2023,All,California,"Black, African American, or African",Race Combination,11744
2023,All,California,Hispanic/Latina/e/o,Race Alone,12319
2023,All,California,Hispanic/Latina/e/o,Race Combination,98627
2023,All,California,Native Hawaiian or Pacific Islander,Race Alone,2735
2023,All,California,Native Hawaiian or Pacific Islander,Race Combination,2822
2023,All,California,White,Race Alone,81167
2023,All,California,White,Race Combination,91154
2023,All,California,Multiple Race,Race Alone,106733
2023,All,California,Multiple Race,Race Combination,106733
2023,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,185
2023,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1159
2023,CA-500,Santa Clara County CoC,Asian or Asian American,Race Alone,714
2023,CA-500,Santa Clara County CoC,Asian or Asian American,Race Combination,220
2023,CA-500,Santa Clara County CoC,"Black, African American, or African",Race Alone,1656
2023,CA-500,Santa Clara County CoC,"Black, African American, or African",Race Combination,580
2023,CA-500,Santa Clara County CoC,Hispanic/Latina/e/o,Race Alone,766
2023,CA-500,Santa Clara County CoC,Hispanic/Latina/e/o,Race Combination,6956
2023,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,Race Alone,200
2023,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,Race Combination,242
2023,CA-500,Santa Clara County CoC,White,Race Alone,2579
2023,CA-500,Santa Clara County CoC,White,Race Combination,6047
2023,CA-500,Santa Clara County CoC,Multiple Race,Race Alone,7331
2023,CA-500,Santa Clara County CoC,Multiple Race,Race Combination,7331
2023,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,272
2023,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1354
2023,CA-501,San Francisco CoC,Asian or Asian American,Race Alone,654
2023,CA-501,San Francisco CoC,Asian or Asian American,Race Combination,274
2023,CA-501,San Francisco CoC,"Black, African American, or African",Race Alone,5744
2023,CA-501,San Francisco CoC,"Black, African American, or African",Race Combination,1075
2023,CA-501,San Francisco CoC,Hispanic/Latina/e/o,Race Alone,988
2023,CA-501,San Francisco CoC,Hispanic/Latina/e/o,Race Combination,4323
2023,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,Race Alone,344
2023,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,Race Combination,321
2023,CA-501,San Francisco CoC,White,Race Alone,3692
2023,CA-501,San Francisco CoC,White,Race Combination,3339
2023,CA-501,San Francisco CoC,Multiple Race,Race Alone,5016
2023,CA-501,San Francisco CoC,Multiple Race,Race Combination,5016
2023,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,173
2023,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,677
2023,CA-502,Alameda County CoC,Asian or Asian American,Race Alone,323
2023,CA-502,Alameda County CoC,Asian or Asian American,Race Combination,160
2023,CA-502,Alameda County CoC,"Black, African American, or African",Race Alone,5819
2023,CA-502,Alameda County CoC,"Black, African American, or African",Race Combination,748
2023,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Alone,272
2023,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Combination,2136
2023,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Alone,138
2023,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Combination,209
2023,CA-502,Alameda County CoC,White,Race Alone,2101
2023,CA-502,Alameda County CoC,White,Race Combination,1745
2023,CA-502,Alameda County CoC,Multiple Race,Race Alone,2672
2023,CA-502,Alameda County CoC,Multiple Race,Race Combination,2672
2023,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,129
2023,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,449
2023,CA-503,Sacramento County CoC,Asian or Asian American,Race Alone,164
2023,CA-503,Sacramento County CoC,Asian or Asian American,Race Combination,143
2023,CA-503,Sacramento County CoC,"Black, African American, or African",Race Alone,4406
2023,CA-503,Sacramento County CoC,"Black, African American, or African",Race Combination,1056
2023,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Alone,208
2023,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Combination,1930
2023,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Alone,128
2023,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Combination,139
2023,CA-503,Sacramento County CoC,White,Race Alone,2960
2023,CA-503,Sacramento County CoC,White,Race Combination,1890
2023,CA-503,Sacramento County CoC,Multiple Race,Race Alone,2584
2023,CA-503,Sacramento County CoC,Multiple Race,Race Combination,2584
2023,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,120
2023,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,411
2023,CA-504,Sonoma County CoC,Asian or Asian American,Race Alone,43
2023,CA-504,Sonoma County CoC,Asian or Asian American,Race Combination,14
2023,CA-504,Sonoma County CoC,"Black, African American, or African",Race Alone,244
2023,CA-504,Sonoma County CoC,"Black, African American, or African",Race Combination,114
2023,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Alone,207
2023,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Combination,931
2023,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Alone,29
2023,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Combination,35
2023,CA-504,Sonoma County CoC,White,Race Alone,1905
2023,CA-504,Sonoma County CoC,White,Race Combination,773
2023,CA-504,Sonoma County CoC,Multiple Race,Race Alone,1084
2023,CA-504,Sonoma County CoC,Multiple Race,Race Combination,1084
2023,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,128
2023,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,1281
2023,CA-505,Contra Costa County CoC,Asian or Asian American,Race Alone,171
2023,CA-505,Contra Costa County CoC,Asian or Asian American,Race Combination,128
2023,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Alone,3900
2023,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Combination,589
2023,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Alone,72
2023,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Combination,2297
2023,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Alone,161
2023,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Combination,153
2023,CA-505,Contra Costa County CoC,White,Race Alone,3459
2023,CA-505,Contra Costa County CoC,White,Race Combination,1357
2023,CA-505,Contra Costa County CoC,Multiple Race,Race Alone,2742
2023,CA-505,Contra Costa County CoC,Multiple Race,Race Combination,2742
2023,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,21
2023,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,89
2023,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Alone,27
2023,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Combination,26
2023,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Alone,153
2023,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Combination,88
2023,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Alone,59
2023,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Combination,1562
2023,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,31
2023,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,29
2023,CA-506,"Monterey, San Benito Counties CoC",White,Race Alone,549
2023,CA-506,"Monterey, San Benito Counties CoC",White,Race Combination,1499
2023,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Alone,1628
2023,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Combination,1628
2023,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,24
2023,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,96
