,AGE,GENDER,VETERAN,INCOME,NIGHTS,substanceabuse,completed,probation,assistancetype,required,AT_RISK_OF_HOMELESSNESS,INCOME_PER_NIGHT,AGE_GROUP
4024,41,Male,No,44500,330,0,0,0,noassistance,0,0,134.85,41-55
4025,40,Male,No,38000,338,0,0,0,noassistance,1,0,112.43,26-40
4026,32,Male,No,0,275,0,0,0,noassistance,1,0,0.0,26-40
4027,44,Male,No,31000,71,1,0,0,noassistance,1,0,436.62,41-55
4028,28,Female,Yes,23500,313,1,0,1,noassistance,1,1,75.08,26-40
4029,68,Female,No,44500,216,0,1,0,permassistance,0,0,206.02,56-70
4030,67,Female,No,0,79,0,0,0,tempassistance,1,0,0.0,56-70
4031,34,Male,No,21000,169,1,1,0,noassistance,1,0,124.26,26-40
4032,68,Male,No,42500,298,0,1,0,tempassistance,1,0,142.62,56-70
4033,31,Female,No,13500,180,0,1,0,tempassistance,0,1,75.0,26-40
4034,44,Female,No,18000,116,0,0,0,tempassistance,0,1,155.17,41-55
4035,35,Male,No,0,260,1,1,0,noassistance,1,0,0.0,26-40
4036,45,Male,No,5000,260,1,1,0,noassistance,1,0,19.23,41-55
4037,68,Male,No,8000,5,0,1,0,tempassistance,1,0,1600.0,56-70
4038,64,Female,No,47000,297,0,0,0,noassistance,1,0,158.25,56-70
4039,64,Female,No,5500,108,0,0,0,noassistance,1,0,50.93,56-70
4040,21,Male,Yes,16500,343,1,0,0,noassistance,0,0,48.1,18-25
4041,24,Male,No,29500,360,0,0,0,noassistance,1,0,81.94,18-25
4042,62,Male,No,0,117,0,1,0,noassistance,1,0,0.0,56-70
4043,52,Male,No,18000,357,0,1,0,noassistance,0,0,50.42,41-55
4044,65,Male,No,34000,331,1,0,0,tempassistance,1,0,102.72,56-70
4045,26,Male,No,42000,331,0,0,0,tempassistance,1,0,126.89,26-40
4046,25,Female,No,27000,13,0,0,0,permassistance,0,0,2076.92,18-25
4047,69,Female,No,29500,142,1,0,0,tempassistance,1,0,207.75,56-70
4048,62,Male,No,0,188,1,1,0,tempassistance,0,0,0.0,56-70
4049,34,Female,No,47000,281,0,1,0,permassistance,0,1,167.26,26-40
4050,34,Male,No,0,115,0,0,0,tempassistance,1,0,0.0,26-40
4051,66,Male,No,36000,236,0,0,0,tempassistance,1,1,152.54,56-70
4052,50,Other,No,4500,338,0,1,0,permassistance,1,0,13.31,41-55
4053,49,Female,No,46000,10,0,0,0,noassistance,1,0,4600.0,41-55
4054,25,Female,No,32500,199,0,1,0,noassistance,1,1,163.32,18-25
4055,36,Male,No,35000,252,0,1,0,noassistance,1,0,138.89,26-40
4056,55,Male,No,1500,50,1,1,0,permassistance,0,0,30.0,41-55
4057,20,Male,No,15500,142,0,0,0,tempassistance,0,0,109.15,18-25
4058,22,Female,No,26500,271,0,0,0,tempassistance,1,0,97.79,18-25
4059,30,Female,Yes,36000,16,0,1,1,tempassistance,1,0,2250.0,26-40
4060,64,Male,No,0,2,0,0,0,noassistance,1,0,0.0,56-70
4061,63,Male,No,48000,158,0,0,1,permassistance,0,0,303.8,56-70
4062,48,Male,No,43500,30,1,1,1,noassistance,1,1,1450.0,41-55
4063,33,Female,No,4500,82,0,1,1,noassistance,1,0,54.88,26-40
4064,67,Female,No,39000,31,1,0,1,tempassistance,1,0,1258.06,56-70
4065,49,Female,No,20000,236,0,0,0,noassistance,1,0,84.75,41-55
4066,39,Male,No,16500,333,0,1,0,permassistance,0,0,49.55,26-40
4067,46,Male,No,7500,148,0,0,0,permassistance,1,0,50.68,41-55
4068,39,Female,No,24000,177,0,0,0,noassistance,1,0,135.59,26-40
4069,60,Female,No,33500,35,1,1,0,noassistance,1,0,957.14,56-70
4070,20,Male,No,13500,23,1,0,1,noassistance,0,0,586.96,18-25
4071,27,Female,No,27000,106,0,0,0,noassistance,1,0,254.72,26-40
4072,59,Male,No,31500,97,0,0,0,tempassistance,1,1,324.74,56-70
4073,38,Male,Yes,32000,230,0,0,0,tempassistance,0,1,139.13,26-40
4074,33,Female,No,0,227,1,1,0,tempassistance,1,0,0.0,26-40
4075,29,Female,No,41500,100,0,1,0,tempassistance,1,0,415.0,26-40
4076,19,Male,Yes,16500,55,0,1,0,permassistance,1,1,300.0,18-25
4077,58,Female,No,4000,195,0,1,1,noassistance,0,0,20.51,56-70
4078,41,Female,No,3000,8,0,1,0,noassistance,1,0,375.0,41-55
4079,52,Male,No,18000,315,0,0,0,noassistance,1,1,57.14,41-55
4080,47,Male,Yes,43000,128,0,0,0,noassistance,1,1,335.94,41-55
4081,47,Male,No,11500,32,0,1,1,tempassistance,1,0,359.38,41-55
4082,64,Female,Yes,34500,93,0,0,0,noassistance,1,0,370.97,56-70
4083,52,Female,No,0,7,0,0,0,permassistance,0,0,0.0,41-55
4084,36,Female,No,17500,258,0,0,1,permassistance,1,0,67.83,26-40
4085,67,Female,No,49500,341,0,1,0,noassistance,0,0,145.16,56-70
4086,25,Male,No,36000,220,0,0,0,tempassistance,1,0,163.64,18-25
4087,43,Female,No,1000,240,0,1,0,noassistance,0,0,4.17,41-55
4088,66,Male,No,19000,106,0,0,0,noassistance,0,0,179.25,56-70
4089,57,Female,No,2500,36,0,1,1,noassistance,1,0,69.44,56-70
4090,24,Female,No,13500,45,0,0,0,noassistance,0,0,300.0,18-25
4091,47,Other,No,36500,298,0,1,1,noassistance,1,0,122.48,41-55
4092,24,Female,No,36000,309,0,0,0,tempassistance,1,0,116.5,18-25
4093,20,Female,No,2000,9,0,0,0,tempassistance,1,0,222.22,18-25
4094,18,Female,No,45500,87,1,1,0,tempassistance,1,0,522.99,18-25
4095,53,Female,No,25000,331,0,0,0,tempassistance,0,0,75.53,41-55
4096,42,Female,No,11500,177,1,0,0,noassistance,1,0,64.97,41-55
4097,54,Female,No,19000,130,1,1,0,tempassistance,1,0,146.15,41-55
4098,18,Male,No,25500,195,0,0,0,noassistance,1,0,130.77,18-25
4099,32,Male,No,22500,11,1,1,1,noassistance,1,0,2045.45,26-40
4100,54,Male,No,18000,306,0,0,0,tempassistance,0,0,58.82,41-55
4101,30,Female,No,19500,122,0,0,0,permassistance,0,0,159.84,26-40
4102,57,Male,No,0,235,0,1,0,permassistance,1,0,0.0,56-70
4103,25,Female,No,38500,331,0,1,0,permassistance,1,0,116.31,18-25
4104,22,Male,Yes,21500,31,0,0,0,noassistance,1,1,693.55,18-25
4105,26,Male,No,0,348,0,1,0,tempassistance,1,0,0.0,26-40
4106,18,Female,No,35500,224,0,1,1,noassistance,1,0,158.48,18-25
4107,53,Male,No,46000,153,0,1,1,permassistance,1,0,300.65,41-55
4108,52,Male,No,47000,212,0,0,0,noassistance,0,0,221.7,41-55
4109,19,Male,No,11000,92,0,0,1,noassistance,1,0,119.57,18-25
4110,57,Female,No,0,331,1,0,0,tempassistance,1,0,0.0,56-70
4111,40,Male,No,20000,348,0,0,1,tempassistance,0,0,57.47,26-40
4112,26,Male,No,0,129,0,0,0,noassistance,1,0,0.0,26-40
4113,51,Female,Yes,46000,197,0,0,0,noassistance,1,1,233.5,41-55
4114,63,Male,No,0,42,1,1,1,permassistance,1,0,0.0,56-70
4115,31,Female,No,3500,228,0,1,0,tempassistance,1,0,15.35,26-40
4116,21,Female,No,13000,194,1,0,0,tempassistance,0,0,67.01,18-25
4117,47,Male,No,11500,18,0,1,0,tempassistance,1,0,638.89,41-55
4118,48,Male,No,37500,333,0,1,0,tempassistance,0,0,112.61,41-55
4119,55,Male,No,16500,243,1,0,0,permassistance,0,1,67.9,41-55
4120,28,Male,No,0,276,1,0,0,noassistance,1,1,0.0,26-40
4121,52,Female,No,4500,127,0,0,1,tempassistance,1,0,35.43,41-55
4122,25,Female,No,19500,75,0,1,0,tempassistance,1,0,260.0,18-25
4123,20,Male,No,0,62,1,0,0,tempassistance,1,0,0.0,18-25
4124,31,Female,No,26000,288,0,0,0,noassistance,1,0,90.28,26-40
4125,30,Male,No,23000,186,0,0,0,permassistance,1,0,123.66,26-40
4126,62,Male,No,32500,178,0,1,0,noassistance,1,0,182.58,56-70
4127,49,Female,No,46500,166,0,1,1,noassistance,0,0,280.12,41-55
4128,51,Female,No,45000,183,1,0,0,tempassistance,1,0,245.9,41-55
4129,62,Male,No,47000,28,0,0,0,tempassistance,1,0,1678.57,56-70
4130,36,Male,No,3000,330,1,1,0,noassistance,0,0,9.09,26-40
4131,55,Male,No,0,247,0,1,1,noassistance,1,0,0.0,41-55
4132,33,Male,No,6500,337,0,1,0,noassistance,1,0,19.29,26-40
4133,19,Male,No,43500,22,0,1,0,noassistance,0,0,1977.27,18-25
4134,57,Female,No,48500,96,1,0,1,noassistance,1,0,505.21,56-70
4135,34,Female,No,41500,122,1,0,0,tempassistance,1,0,340.16,26-40
4136,51,Female,No,0,250,1,1,1,noassistance,1,0,0.0,41-55
4137,59,Female,No,47000,308,0,0,1,noassistance,1,0,152.6,56-70
4138,33,Female,No,14000,334,1,0,0,tempassistance,1,1,41.92,26-40
4139,55,Female,No,0,326,1,0,0,noassistance,1,0,0.0,41-55
4140,19,Female,No,15500,137,0,0,0,noassistance,1,0,113.14,18-25
4141,19,Female,No,0,277,0,0,1,tempassistance,1,0,0.0,18-25
4142,43,Male,No,21500,320,0,1,0,permassistance,0,0,67.19,41-55
4143,30,Male,No,9000,332,0,0,0,tempassistance,1,0,27.11,26-40
4144,64,Female,No,17500,61,1,0,0,tempassistance,1,0,286.89,56-70
4145,48,Male,No,26000,250,0,0,0,tempassistance,0,0,104.0,41-55
4146,51,Female,No,42000,95,0,1,0,tempassistance,1,0,442.11,41-55
4147,56,Male,No,29000,296,0,1,0,tempassistance,1,0,97.97,56-70
4148,20,Female,Yes,15000,184,0,0,0,tempassistance,1,1,81.52,18-25
4149,25,Male,No,39000,260,1,0,0,noassistance,0,0,150.0,18-25
4150,40,Female,No,44500,287,0,1,0,tempassistance,0,0,155.05,26-40
4151,31,Male,No,0,155,0,0,0,permassistance,0,0,0.0,26-40
4152,44,Female,No,21000,186,1,1,0,tempassistance,1,0,112.9,41-55
4153,46,Male,No,5500,69,1,1,0,noassistance,1,0,79.71,41-55
4154,56,Female,No,0,326,0,0,0,tempassistance,1,0,0.0,56-70
4155,56,Female,No,29500,261,0,1,0,tempassistance,0,0,113.03,56-70
4156,18,Male,No,41500,115,0,0,0,tempassistance,1,1,360.87,18-25
4157,34,Female,No,0,347,1,0,0,noassistance,1,0,0.0,26-40
4158,58,Male,Yes,38500,8,1,0,1,noassistance,1,0,4812.5,56-70
4159,47,Female,No,41000,265,0,1,0,tempassistance,1,0,154.72,41-55
4160,30,Female,No,45000,271,0,0,1,tempassistance,1,0,166.05,26-40
4161,38,Male,No,4500,249,0,0,0,tempassistance,1,0,18.07,26-40
4162,36,Female,No,44000,105,0,0,0,tempassistance,1,0,419.05,26-40
4163,36,Female,No,8000,263,0,1,0,noassistance,1,0,30.42,26-40
4164,42,Male,No,22500,224,0,0,0,permassistance,1,0,100.45,41-55
4165,39,Male,No,0,328,0,0,0,noassistance,1,0,0.0,26-40
4166,48,Male,No,0,271,1,1,0,tempassistance,1,0,0.0,41-55
4167,34,Female,No,33000,165,0,1,0,noassistance,1,0,200.0,26-40
4168,40,Male,No,15500,83,1,1,0,tempassistance,0,1,186.75,26-40
4169,49,Female,No,4000,295,0,0,0,tempassistance,1,1,13.56,41-55
4170,27,Female,No,0,134,1,1,0,noassistance,1,1,0.0,26-40
4171,27,Male,Yes,29500,211,0,0,0,tempassistance,1,1,139.81,26-40
4172,53,Female,No,0,313,0,0,0,noassistance,1,0,0.0,41-55
4173,25,Female,No,38000,92,0,1,0,noassistance,1,0,413.04,18-25
4174,69,Female,No,0,337,0,1,0,tempassistance,0,0,0.0,56-70
4175,37,Male,No,0,127,1,1,0,noassistance,1,0,0.0,26-40
4176,49,Male,No,12000,191,0,1,0,tempassistance,0,1,62.83,41-55
4177,67,Male,No,18000,159,0,1,0,tempassistance,0,0,113.21,56-70
4178,31,Female,No,10000,331,0,0,0,noassistance,1,0,30.21,26-40
4179,67,Male,No,8000,335,1,1,1,noassistance,1,1,23.88,56-70
4180,45,Male,No,48000,10,0,0,1,tempassistance,1,1,4800.0,41-55
4181,63,Female,No,28000,107,0,1,0,noassistance,1,0,261.68,56-70
4182,69,Female,No,0,87,1,0,0,noassistance,0,0,0.0,56-70
4183,41,Female,No,14500,67,0,0,0,tempassistance,0,0,216.42,41-55
4184,32,Female,No,42500,62,0,1,0,noassistance,1,0,685.48,26-40
4185,39,Male,No,6500,146,0,0,0,noassistance,1,0,44.52,26-40
4186,47,Female,No,0,153,0,1,0,noassistance,1,0,0.0,41-55
4187,21,Female,No,35000,107,0,1,0,tempassistance,1,0,327.1,18-25
4188,30,Male,No,25500,148,0,0,1,noassistance,1,0,172.3,26-40
4189,40,Male,No,23500,186,1,1,1,tempassistance,0,0,126.34,26-40
4190,25,Male,No,0,349,1,1,1,noassistance,1,0,0.0,18-25
4191,35,Female,No,0,342,1,1,0,noassistance,1,0,0.0,26-40
4192,29,Female,No,26500,178,0,1,1,tempassistance,1,1,148.88,26-40
4193,48,Female,No,500,335,0,0,0,tempassistance,0,0,1.49,41-55
4194,31,Female,No,19500,266,1,0,0,noassistance,0,0,73.31,26-40
4195,51,Female,Yes,22000,149,0,0,1,noassistance,0,1,147.65,41-55
4196,35,Male,No,5500,247,1,0,1,tempassistance,1,0,22.27,26-40
4197,51,Female,No,47000,254,0,1,0,permassistance,1,0,185.04,41-55
4198,28,Female,No,40500,29,1,0,0,noassistance,1,0,1396.55,26-40
4199,58,Female,No,33000,352,1,1,0,tempassistance,1,0,93.75,56-70
4200,29,Male,No,0,266,0,1,0,tempassistance,0,0,0.0,26-40
4201,66,Male,No,0,13,0,0,1,noassistance,1,1,0.0,56-70
4202,32,Male,No,18500,47,0,0,0,tempassistance,1,0,393.62,26-40
4203,48,Female,No,0,151,0,1,0,tempassistance,0,0,0.0,41-55
4204,66,Female,No,49000,50,0,1,0,tempassistance,1,1,980.0,56-70
4205,46,Female,No,0,215,0,1,0,noassistance,1,0,0.0,41-55
4206,43,Female,No,18000,132,0,0,1,tempassistance,1,0,136.36,41-55
4207,35,Male,No,10500,113,0,0,0,noassistance,1,0,92.92,26-40
4208,49,Male,No,27500,252,0,1,0,noassistance,0,0,109.13,41-55
4209,39,Male,No,0,341,0,0,1,tempassistance,0,0,0.0,26-40
4210,55,Male,No,14500,53,0,1,0,noassistance,1,0,273.58,41-55
4211,34,Male,No,5000,130,1,0,1,permassistance,1,0,38.46,26-40
4212,40,Female,No,43000,324,1,1,1,noassistance,1,1,132.72,26-40
4213,41,Other,No,0,193,0,0,0,tempassistance,1,0,0.0,41-55
4214,67,Female,No,45000,79,0,1,0,noassistance,1,0,569.62,56-70
4215,25,Male,Yes,40000,57,1,1,0,tempassistance,0,0,701.75,18-25
4216,58,Female,No,6500,97,0,1,0,tempassistance,1,0,67.01,56-70
4217,23,Female,No,37000,198,0,0,0,noassistance,1,0,186.87,18-25
4218,22,Male,No,0,135,0,0,0,tempassistance,1,0,0.0,18-25
4219,61,Female,No,48000,147,0,0,0,noassistance,1,0,326.53,56-70
4220,46,Female,No,20500,172,0,1,0,tempassistance,1,0,119.19,41-55
4221,45,Female,No,6500,63,1,1,0,tempassistance,1,0,103.17,41-55
4222,28,Female,No,10500,65,0,1,0,noassistance,1,0,161.54,26-40
4223,18,Male,No,0,295,1,0,0,tempassistance,1,0,0.0,18-25
4224,60,Male,Yes,49500,211,0,0,0,noassistance,1,0,234.6,56-70
4225,36,Female,No,0,109,1,0,0,permassistance,0,0,0.0,26-40
4226,26,Female,No,28500,282,0,0,0,tempassistance,1,0,101.06,26-40
4227,44,Male,No,15500,172,0,1,0,noassistance,1,0,90.12,41-55
4228,51,Female,No,47000,12,1,0,1,tempassistance,1,0,3916.67,41-55
4229,61,Female,No,3000,333,1,1,0,tempassistance,1,0,9.01,56-70
4230,21,Female,No,21000,220,0,1,0,noassistance,1,0,95.45,18-25
4231,53,Male,No,18000,342,1,1,0,tempassistance,0,0,52.63,41-55
4232,35,Female,No,31500,286,0,1,0,tempassistance,0,0,110.14,26-40
4233,32,Female,No,0,172,1,0,0,noassistance,1,1,0.0,26-40
4234,68,Male,No,0,236,1,1,0,noassistance,1,0,0.0,56-70
4235,30,Female,No,1000,166,0,0,0,permassistance,1,0,6.02,26-40
4236,36,Male,Yes,34000,187,0,0,0,noassistance,1,1,181.82,26-40
4237,66,Female,No,0,170,0,1,0,noassistance,1,0,0.0,56-70
4238,23,Female,No,23500,52,1,1,0,noassistance,0,0,451.92,18-25
4239,65,Female,No,1000,319,0,0,1,permassistance,1,0,3.13,56-70
4240,29,Female,No,41500,189,0,0,0,noassistance,1,0,219.58,26-40
4241,68,Male,No,46500,120,0,1,0,tempassistance,1,1,387.5,56-70
4242,54,Male,No,20000,105,1,0,1,noassistance,1,0,190.48,41-55
4243,34,Female,No,10000,162,0,1,0,noassistance,1,0,61.73,26-40
4244,40,Female,No,2500,295,1,0,0,noassistance,0,0,8.47,26-40
4245,43,Female,No,0,41,1,0,0,noassistance,1,0,0.0,41-55
4246,46,Male,Yes,4500,364,0,1,0,tempassistance,1,0,12.36,41-55
4247,50,Male,No,28500,165,0,1,0,tempassistance,0,1,172.73,41-55
4248,44,Female,No,21000,321,1,1,0,noassistance,0,0,65.42,41-55
4249,42,Male,No,47000,335,0,1,0,tempassistance,0,0,140.3,41-55
4250,27,Male,No,12500,160,1,0,0,noassistance,1,0,78.12,26-40
4251,64,Male,No,31000,264,1,1,0,tempassistance,0,0,117.42,56-70
4252,40,Female,No,18500,353,0,0,0,noassistance,0,0,52.41,26-40
4253,38,Female,No,20000,18,0,1,0,noassistance,0,0,1111.11,26-40
4254,38,Female,No,4500,173,0,0,0,tempassistance,0,0,26.01,26-40
4255,60,Male,Yes,16000,352,0,0,1,permassistance,0,0,45.45,56-70
4256,30,Male,No,17000,33,0,0,0,noassistance,1,0,515.15,26-40
4257,54,Male,No,32000,261,0,1,0,tempassistance,1,0,122.61,41-55
4258,50,Female,No,46500,210,0,0,0,noassistance,1,0,221.43,41-55
4259,41,Female,No,8500,330,0,1,0,noassistance,1,0,25.76,41-55
4260,61,Female,No,0,164,0,0,0,tempassistance,1,0,0.0,56-70
4261,28,Male,No,19000,5,1,0,0,noassistance,1,0,3800.0,26-40
4262,34,Female,No,22000,34,0,0,0,tempassistance,1,0,647.06,26-40
4263,21,Female,No,0,280,0,0,0,tempassistance,1,0,0.0,18-25
4264,64,Male,No,35500,145,1,1,0,permassistance,1,0,244.83,56-70
4265,42,Female,No,49500,351,0,1,0,noassistance,1,0,141.03,41-55
4266,47,Female,No,47000,71,1,1,1,noassistance,0,0,661.97,41-55
4267,26,Female,No,0,348,0,0,0,tempassistance,0,0,0.0,26-40
4268,38,Male,No,42500,230,1,1,0,tempassistance,1,0,184.78,26-40
4269,37,Male,No,32000,125,0,0,1,tempassistance,1,1,256.0,26-40
4270,36,Male,No,16000,278,1,1,0,noassistance,1,0,57.55,26-40
4271,36,Male,No,21500,271,1,0,0,permassistance,1,0,79.34,26-40
4272,29,Male,No,41000,357,0,1,0,noassistance,0,0,114.85,26-40
4273,54,Male,No,18000,15,0,1,0,tempassistance,1,0,1200.0,41-55
4274,59,Male,Yes,11000,242,1,0,0,noassistance,1,1,45.45,56-70
4275,34,Male,No,18500,153,0,0,0,noassistance,0,0,120.92,26-40
4276,54,Female,No,24000,53,1,1,1,noassistance,0,0,452.83,41-55
4277,65,Female,No,0,149,0,0,0,tempassistance,1,0,0.0,56-70
4278,56,Female,No,44000,358,1,1,0,noassistance,1,0,122.91,56-70
4279,45,Male,No,30000,219,0,1,0,noassistance,1,0,136.99,41-55
4280,58,Male,No,27500,113,0,1,0,noassistance,1,0,243.36,56-70
4281,52,Male,No,0,288,0,1,0,tempassistance,0,0,0.0,41-55
4282,64,Female,No,25500,277,0,0,0,noassistance,0,1,92.06,56-70
4283,65,Female,No,0,83,0,0,0,tempassistance,1,0,0.0,56-70
4284,35,Female,No,0,218,0,0,0,tempassistance,0,0,0.0,26-40
4285,31,Male,No,20500,226,0,1,0,permassistance,1,0,90.71,26-40
4286,52,Female,Yes,13000,270,1,1,0,noassistance,1,1,48.15,41-55
4287,61,Male,No,24500,15,0,1,0,noassistance,1,0,1633.33,56-70
4288,58,Female,No,0,290,1,1,0,tempassistance,0,0,0.0,56-70
4289,24,Female,No,14500,339,0,1,1,permassistance,0,0,42.77,18-25
4290,58,Male,No,0,265,0,1,0,noassistance,1,0,0.0,56-70
4291,30,Female,No,49500,199,0,0,0,tempassistance,1,0,248.74,26-40
4292,35,Female,No,23000,158,0,1,0,noassistance,1,0,145.57,26-40
4293,54,Male,No,30500,333,0,1,0,noassistance,0,0,91.59,41-55
4294,30,Female,No,8000,207,0,0,0,permassistance,1,0,38.65,26-40
4295,53,Other,No,0,174,0,0,0,tempassistance,1,0,0.0,41-55
4296,48,Male,No,48500,184,0,0,0,noassistance,0,0,263.59,41-55
4297,19,Female,No,5500,265,0,1,0,tempassistance,1,0,20.75,18-25
4298,33,Male,No,14000,246,0,1,0,tempassistance,1,0,56.91,26-40
4299,26,Female,Yes,28500,36,0,0,1,tempassistance,0,0,791.67,26-40
4300,26,Male,No,0,259,0,1,0,tempassistance,1,0,0.0,26-40
4301,55,Male,No,38500,19,0,0,1,noassistance,1,0,2026.32,41-55
4302,28,Male,No,21500,23,0,1,0,noassistance,1,0,934.78,26-40
4303,39,Female,No,5000,104,0,1,0,noassistance,1,0,48.08,26-40
4304,50,Female,No,0,241,0,1,1,tempassistance,1,0,0.0,41-55
4305,53,Female,No,0,361,0,0,0,permassistance,1,0,0.0,41-55
4306,62,Male,Yes,43500,204,0,1,1,noassistance,1,0,213.24,56-70
4307,40,Male,No,30500,253,1,0,0,noassistance,1,0,120.55,26-40
4308,62,Female,Yes,3500,142,0,0,1,noassistance,1,0,24.65,56-70
4309,62,Male,No,0,302,0,0,0,tempassistance,1,0,0.0,56-70
4310,51,Female,No,31000,143,0,1,0,noassistance,1,0,216.78,41-55
4311,26,Female,No,23500,271,0,1,0,tempassistance,1,0,86.72,26-40
4312,41,Female,No,13000,307,1,1,0,noassistance,1,0,42.35,41-55
4313,25,Female,No,10500,110,1,1,0,noassistance,1,0,95.45,18-25
4314,24,Female,No,1500,8,0,0,1,noassistance,1,0,187.5,18-25
4315,53,Male,No,29500,69,1,0,0,noassistance,1,0,427.54,41-55
4316,35,Female,No,48500,190,0,1,0,noassistance,0,1,255.26,26-40
4317,20,Female,No,0,179,0,0,0,tempassistance,1,0,0.0,18-25
4318,45,Male,No,25000,63,0,1,0,permassistance,1,0,396.83,41-55
4319,23,Female,Yes,14500,68,0,1,0,noassistance,1,1,213.24,18-25
4320,61,Male,No,15500,206,1,0,0,tempassistance,1,0,75.24,56-70
4321,61,Female,No,3500,6,1,1,0,tempassistance,1,1,583.33,56-70
4322,38,Male,No,39500,119,0,0,0,tempassistance,1,0,331.93,26-40
4323,45,Male,No,18000,313,0,0,0,permassistance,0,0,57.51,41-55
4324,57,Female,No,21500,31,0,1,0,noassistance,1,0,693.55,56-70
4325,18,Male,No,7000,6,1,1,1,tempassistance,1,1,1166.67,18-25
4326,53,Male,No,0,207,0,1,0,noassistance,1,0,0.0,41-55
4327,38,Male,No,0,157,0,0,0,noassistance,1,0,0.0,26-40
4328,60,Female,No,32500,67,0,1,0,tempassistance,0,1,485.07,56-70
4329,52,Female,No,0,330,1,0,0,noassistance,1,0,0.0,41-55
4330,30,Male,No,31000,353,1,0,1,tempassistance,1,1,87.82,26-40
4331,66,Male,No,12000,336,0,1,1,noassistance,1,0,35.71,56-70
4332,27,Female,No,13500,289,0,0,1,tempassistance,0,0,46.71,26-40
4333,61,Female,No,17000,140,1,1,0,tempassistance,1,0,121.43,56-70
4334,64,Female,No,10500,300,1,1,0,tempassistance,1,0,35.0,56-70
4335,27,Female,No,0,13,0,0,0,tempassistance,1,0,0.0,26-40
4336,63,Female,No,7000,152,0,0,0,noassistance,1,0,46.05,56-70
4337,30,Female,No,29000,313,1,0,0,tempassistance,1,0,92.65,26-40
4338,54,Female,No,29500,352,1,1,0,noassistance,1,0,83.81,41-55
4339,55,Female,No,5500,109,1,0,0,tempassistance,0,1,50.46,41-55
4340,41,Male,No,16500,356,0,0,0,noassistance,1,0,46.35,41-55
4341,19,Female,No,0,149,1,1,0,noassistance,1,0,0.0,18-25
4342,39,Female,No,1000,204,0,1,0,permassistance,0,0,4.9,26-40
4343,34,Female,No,0,307,1,1,1,tempassistance,0,0,0.0,26-40
4344,53,Male,No,44000,21,0,0,0,noassistance,1,0,2095.24,41-55
4345,31,Male,No,1000,60,0,0,1,tempassistance,1,0,16.67,26-40
4346,27,Male,No,2000,21,0,1,0,tempassistance,0,0,95.24,26-40
4347,52,Female,Yes,5000,363,1,1,0,noassistance,1,0,13.77,41-55
4348,42,Male,No,0,245,0,0,0,noassistance,1,0,0.0,41-55
4349,20,Female,No,27500,73,0,0,0,noassistance,1,1,376.71,18-25
4350,64,Female,No,0,76,1,0,1,noassistance,1,1,0.0,56-70
4351,55,Male,No,0,186,0,0,0,noassistance,0,0,0.0,41-55
4352,34,Male,No,28000,78,0,1,1,noassistance,1,0,358.97,26-40
4353,29,Male,No,9000,65,1,0,0,noassistance,1,0,138.46,26-40
4354,69,Male,No,32000,342,0,0,0,permassistance,1,0,93.57,56-70
4355,41,Male,No,22500,290,1,0,0,noassistance,1,0,77.59,41-55
4356,46,Female,No,4000,56,0,0,0,tempassistance,0,1,71.43,41-55
4357,60,Female,No,28500,331,1,0,0,tempassistance,1,0,86.1,56-70
4358,42,Female,No,0,259,1,0,0,noassistance,1,0,0.0,41-55
4359,53,Male,No,21500,190,0,1,0,tempassistance,1,0,113.16,41-55
4360,43,Female,No,15000,6,1,0,0,tempassistance,1,0,2500.0,41-55
4361,55,Male,Yes,4500,6,0,1,0,permassistance,1,1,750.0,41-55
4362,18,Female,Yes,25500,191,1,1,1,noassistance,0,1,133.51,18-25
4363,37,Female,No,42000,148,1,0,0,noassistance,1,0,283.78,26-40
4364,45,Female,No,50000,258,0,0,0,tempassistance,1,0,193.8,41-55
4365,33,Female,No,25500,218,0,0,0,tempassistance,1,0,116.97,26-40
4366,64,Male,No,13000,90,1,1,1,tempassistance,1,0,144.44,56-70
4367,34,Female,No,2000,312,0,1,0,noassistance,1,0,6.41,26-40
4368,57,Female,Yes,4000,352,0,0,0,noassistance,1,0,11.36,56-70
4369,45,Female,No,17500,10,0,1,1,permassistance,1,0,1750.0,41-55
4370,29,Female,No,10500,87,0,1,0,tempassistance,0,0,120.69,26-40
4371,44,Female,No,45000,250,1,0,0,noassistance,0,0,180.0,41-55
4372,59,Female,Yes,11000,326,0,1,0,noassistance,1,0,33.74,56-70
4373,64,Male,No,11000,151,0,0,0,tempassistance,1,0,72.85,56-70
4374,47,Female,No,11500,113,1,1,0,permassistance,1,0,101.77,41-55
4375,58,Female,No,40000,30,0,0,0,permassistance,0,0,1333.33,56-70
4376,51,Male,No,28500,128,0,1,0,noassistance,0,0,222.66,41-55
4377,54,Female,No,26000,78,1,0,0,noassistance,1,0,333.33,41-55
4378,23,Female,No,8500,55,1,1,0,noassistance,0,0,154.55,18-25
4379,24,Male,No,39000,305,1,0,0,noassistance,1,0,127.87,18-25
4380,49,Female,No,0,34,0,1,1,noassistance,1,0,0.0,41-55
4381,49,Male,No,42000,105,0,0,0,noassistance,1,0,400.0,41-55
4382,42,Male,No,20000,172,0,0,0,tempassistance,0,0,116.28,41-55
4383,50,Male,No,12500,22,0,0,0,permassistance,1,0,568.18,41-55
4384,24,Male,No,19000,287,0,0,0,noassistance,0,1,66.2,18-25
4385,69,Female,No,29500,105,0,1,1,noassistance,1,0,280.95,56-70
